# key	tier	source_class	name	url	citable_for   (catalog on ce98b0a6)
uada_ext_chill	T1	university_extension	UAEX, Chilling Hour Reports (Arkansas Fruit, Vegetable and Nut Update blog)	https://www.uaex.uada.edu/farm-ranch/crops-commercial-horticulture/horticulture/ar-fruit-veg-nut-update-blog/posts/chillhours.aspx	UAEX average accumulated chilling hours by station (Utah model, 35-45 degF, by March 1, 1990-2000 baseline): Fayetteville 1,024, Clarksville 1,081, Hope 901, Wynne 1,069. Backs the region_chill_delivered.mid_south band and its honest intra-state gradient (the warm SW edge, Hope 901, is tighter). Parent portal entry: uada_ext.
uada_ext_fall_veg	T1	university_extension	UAEX, Planting Dates for Fall Vegetable Production	https://www.uaex.uada.edu/yard-garden/vegetables/fall-planting-dates.aspx	UAEX Arkansas fall vegetable planting-date table (crop, days-to-maturity, fall planting window; header note to sow transplant crops four weeks earlier). The documented second (fall) planting cycle for warm-season and cool-season annuals: the reason the mid_south region exists. Parent portal entry: uada_ext.
uada_ext_fruit_trees	T1	university_extension	UAEX, Home Garden Fruit Trees in Arkansas	https://www.uaex.uada.edu/yard-garden/fruits-nuts/fruit-trees.aspx	UAEX Yard & Garden home fruit-tree guidance for Arkansas. Dormant-season planting: "Fruit trees other than figs, could be planted in the fall, but often the best variety availability will be in late winter" -- backs the mid_south Dec-Feb bare-root plant_out across the tree-fruit roster, and by its own exception EXCLUDES fig ("Fig trees should not be planted until early spring"). Ripening windows: pawpaw "between mid-August and into October"; oriental persimmon "from late August until early December". Also names the fire-blight-resistant apple (William's Pride, Enterprise) and pear (Harrow Delight, Maxine, Kiefer, Magness, Moonglow) selections for Arkansas, and states that pawpaw needs two different trees with flies and beetles as pollinators. Does NOT publish bloom dates for any crop.
uada_ext_fsa6001	T1	university_extension	UAEX FSA6001, Home Gardening Series: Arkansas planting dates + frost zones	https://www.uaex.uada.edu/publications/pdf/FSA-6001.pdf	UAEX specific publication FSA6001 (Home Gardening Series). Arkansas frost-zone table (Zone A Mar 20/Nov 15 through Zone E Apr 20/Oct 20) and the climate-zone planting-date adjustment. Backs the mid_south zone 7 frost anchor (Frost Zone D, Apr 10/Oct 24). Parent portal entry: uada_ext.
uada_ext_fsa6014	T1	university_extension	UAEX FSA6014, Home Gardening Series: Onions	https://www.uaex.uada.edu/publications/PDF/FSA-6014.pdf	UAEX specific publication FSA6014 (Home Gardening Series, Onions). Arkansas onion day-length recommendation: short-day cultivars adapted statewide, intermediate-day cultivars adapted to the northern half; long-day not listed as adapted. Cultivar table (Candy classed short/intermediate, adaptable to a wide range of latitudes) and the spring transplant window (February through April). Backs the mid_south onion + shallot intermediate_day recommendation. Parent portal entry: uada_ext.
uada_ext_fsa6103	T1	university_extension	UAEX FSA6103, Strawberry Production in the Home Garden	https://www.uaex.uada.edu/publications/pdf/FSA-6103.pdf	UAEX specific publication FSA6103, Arkansas home-garden strawberry. PLANTING DATE, the load-bearing sentence: "Virus-free, one-year-old dormant plants should be set out early in the spring, about three or four weeks before the average date of the last frost" -- backs the mid_south z7 matted-row plant_out band of last_frost -28 to -21. TRAINING SYSTEM: "Use of the matted-row system is recommended for home garden production", which backs the z7 perennial matted-row track. It also states that the annual hill or plasticulture system "is not recommended for home garden strawberry production at this time due to the susceptibility of these varieties to diseases and the need for soil fumigation" -- in tension with the uada_ext_berries overview page, which offers the annual system to home gardeners; recorded as a finding rather than silently resolved. BLOOM is qualitative only ("Strawberries bloom very early in the spring, and the blossoms are easily killed by frost") and publishes NO bloom date and NO harvest dates.
uada_ext_fsa6104	T1	university_extension	UAEX FSA6104, Blueberry Production in the Home Garden (M. Elena Garcia)	https://www.uaex.uada.edu/publications/PDF/FSA-6104.pdf	UAEX specific publication FSA6104 (M. Elena Garcia, Extension Fruit and Nut Specialist). Arkansas blueberry TYPE BY REGION, which is the load-bearing claim: "The northern highbush type is better adapted to the northern part of the state"; "In southern Arkansas, southern highbush or rabbiteye varieties should be grown"; "Central Arkansas is the transition zone where all types of blueberries can be cultivated", with "northern highbush varieties can be grown at higher elevations, while southern highbush or rabbiteye varieties should be grown at lower elevations in central Arkansas". Corroborated by FSA6130 (headers "Northern Highbush (Northern and Central Ark.)" vs "Rabbiteye (Central and Southern Ark.)") and the UAEX Arkansas Berries page. PLANTING, "Plant blueberries in the fall or spring." HARVEST, "it is possible to harvest fresh fruit in central Arkansas from the end of May until late July." Soil pH 4.8 to 5.4 preferable in Arkansas; irrigation is a must.
uada_ext_fsa6105	T1	university_extension	UAEX FSA6105, Blackberry Production in the Home Garden (M. Elena Garcia)	https://www.uaex.uada.edu/publications/PDF/FSA-6105.pdf	UAEX specific publication FSA6105 (M. Elena Garcia, Extension Fruit and Nut Specialist). Blackberry: University of Arkansas-released cultivar chill-hour figures (Kiowa 200-300, Prime-Jim/Jan 300-400, Ouachita 400-500, Chickasaw 500, Apache/Navaho 800-900), statewide-adaptation claim, spring planting / year-after-establishment harvest timing. The mid_south signature-crop source. Parent portal entry: uada_ext.
uada_ext_fsa6107	T1	university_extension	UAEX FSA6107, Raspberry Production in the Home Garden (Keith Striegler)	https://www.uaex.uada.edu/publications/PDF/FSA-6107.pdf	UAEX specific publication FSA6107 (Dr. Keith Striegler, Extension Horticulture Specialist, Fruit). Arkansas home-garden raspberry: PLANTING SEASON, "Planting should occur in the spring as soon as the soil can be properly prepared" -- backs the mid_south March-April plant_out and rules out the dormant winter window. Fruiting habit, "Summer bearing varieties produce one crop in the early summer", with UAEX recommending that everbearing types be cropped in the fall only under Arkansas conditions. Regional adaptation, "In general, they are not well-adapted to climates south of Missouri", and per-cultivar northern/southern Arkansas recommendations (Heritage and Jewel for northern Arkansas).
uada_ext_spring_veg	T1	university_extension	UAEX, Arkansas spring and summer vegetable planting dates	https://www.uaex.uada.edu/yard-garden/vegetables/spring-summer-planting-dates.aspx	UAEX Arkansas spring/summer vegetable planting-date table (Zone C = central Arkansas = USDA zone 8; adjust north/upland zones per FSA6001). Backs the mid_south spring planting windows across the annual roster. Parent portal entry: uada_ext.
uariz_ext	T1	university_extension	University of Arizona Cooperative Extension	https://extension.arizona.edu	Cooperative Extension publications from the University of Arizona, a 1862 Land Grant institution. Sonoran low-desert coverage (zone 9b) including AZ1005 (Maricopa County planting calendar) and AZ1615 (Yuma). Zone-9 low_desert_az region anchor.
uariz_ext_az1005	T1	university_extension	UA Cooperative Extension AZ1005 'Onions (Bulb)' low-desert planting calendar	https://www.extension.arizona.edu/sites/default/files/2024-08/az1005-2018.pdf	UA Cooperative Extension specific publication AZ1005 (Umeda, Maricopa low-desert vegetable planting calendar). Sonoran low-desert (zone 9) onion seed/set windows + short-day type. Parent portal entry: uariz_ext.
uariz_ext_az1615	T1	university_extension	University of Arizona Extension AZ1615, Planting and Harvesting Calendar for Gardeners in Yuma County (Bealmear & Nolte, rev. 3/2020)	https://extension.arizona.edu/sites/extension.arizona.edu/files/pubs/az1615-2020.pdf	Faculty-reviewed low-desert home-garden planting and harvesting calendar for Yuma County. Artichoke planting September-October, harvest May-June. CAVEAT ON ITS OWN HEADER RULE: the calendar states 'This calendar has been made for seeds unless otherwise noted', but the same table gives asparagus an 8-inch planting depth, which is a crown depth, so the seed-unless-noted rule is demonstrably not applied perfectly to perennials in this chart.
uariz_ext_az1667	T1	university_extension	University of Arizona Cooperative Extension AZ1667 (strawberry culture; above-3000ft perennial vs low-desert annual)	https://extension.arizona.edu/sites/default/files/2024-08/az1667-2015.pdf	University of Arizona Cooperative Extension AZ1667 (strawberry culture; above-3000ft perennial vs low-desert annual). Specific page under its trusted parent (T1 inherited).
uariz_ext_az2061	T1	university_extension	University of Arizona Cooperative Extension - Growing Herbs In Tucson (az2061)	https://extension.arizona.edu/sites/extension.arizona.edu/files/pubs/az2061-2023-%2008-28-23_0.pdf	UA Cooperative Extension bulletin az2061 'Growing Herbs In Tucson' (Green & Bavier, rev. 2023). Citable for low-desert herb CARE in the Sonoran Desert: spring planting of warm-season herbs incl. basil, summer heat management (30-40% shade cloth, east-facing/afternoon shade above ~105F), drainage, and irrigation. NOT cited for a specific basil growing-season date range (the bulletin is internally inconsistent on the warm-window dates: intro says May-mid-Sept, Seasonal Guide says Apr-Nov for the warm-season-annual category). The basil WINDOW is anchored to az1005.
uarizona_ext	T1	university_extension	University of Arizona Cooperative Extension	https://extension.arizona.edu	Cooperative Extension publications from the University of Arizona, a 1862 Land Grant institution. Arizona low-desert and high-desert Southwest regional coverage.
uc_anr_7221	T1	university_extension	UC ANR Publication 7221, Artichoke Production in California	https://ucanr.edu/sites/default/files/2026-04/anrcatalog%20Artichoke%20Production%20in%20California%207221.pdf	ANONYMOUSLY PEER-REVIEWED extension commercial production bulletin (colophon: 'anonymously peer reviewed for technical accuracy by University of California scientists'), UC Vegetable Production Series. The strongest artichoke source available. California district systems: central-coast perennials harvested year-round with peak March-April; annuals elsewhere; desert plantings August-October for December-April harvest; the cut-back cropping lever (mid-April to mid-June for fall/ winter/spring harvest, late August or September for summer); stumping at 3-4 week intervals; replanting every 5 to 10 years; perennial propagation by crown division with rooted 'stumps' in trenches 4-6 inches deep; growth optimum 75F days / 55F nights within a 45-85F range; tolerance above 86F with reduced bud quality; frost blistering the outer bracts while mature plants usually survive. NOTE: contains ZERO occurrences of vernalization, chill, dormancy or photoperiod in either edition -- do NOT cite it for a chill mechanism.
uc_anr_8100	T1	university_extension	UC ANR Publication 8100, Frost Protection for Citrus and Other Subtropicals (Geisel & Unruh, 2003)	https://escholarship.org/content/qt5hh528qp/qt5hh528qp.pdf	ANONYMOUSLY PEER-REVIEWED numbered UC ANR publication (DOI 10.3733/ucanr.8100), the citrus frost anchor for this dataset. Publishes, under a "Trees" heading kept separate from its "Fruits" section: damage ONSET for tender citrus at 29F (-1.7C) sustained 30 minutes or longer. Table 1 (relative frost sensitivity, no temperatures, H/M/L only): citron H, grapefruit M, kumquat L, lemon Citrus limon H, lime H, mandarin M, orange M, Satsuma L. Table 2 (critical frost damage temperatures, FRUIT): lemon buds and blossoms 27.0F; button lemons <1/2in 29.5-30.5F; green lemons >1/2in 27.0-29.5F; tree-ripe lemons 26.0-30.5F. It frames a damage CURVE, not a cliff: "Greater damage occurs with colder temperatures, a longer duration of cold, or higher relative humidity." Table 1 is TREES and Table 2 is FRUIT -- do NOT read the fruit table onto a foliage field. FETCH TRAP: this URL is USER-AGENT GATED. A plain fetch returns HTTP 202 with Content-Type text/html and ZERO bytes, a success status carrying no document; send a browser user-agent and it returns HTTP 200 with the 245,883-byte PDF. Read it from raw bytes via pypdf, never WebFetch. The anrcatalog.ucanr.edu path for 8100 is DEAD -- it redirects to a generic ANR Publishing landing page served as HTTP 200 text/html.
uc_costs_strawberry_sjv	T1	university_extension	UC Cooperative Extension -- Sample Costs to Produce Strawberries, San Joaquin Valley (Fresno County)	https://ucanr.edu/sites/sfp/crops/coststudieshtml/BpStrawberrySJV2004comp	UC Cooperative Extension Sample Cost study for strawberries in the San Joaquin Valley (Fresno County). Cited ONLY for short-day strawberry phenology in the interior valley: the August planting window, the mid-April through mid-June harvest window, and heat as the harvest cutoff. The 2004-era cost figures are out of scope and not cited.
uc_ipm	T1	university_extension	UC Statewide IPM Program (UC ANR)	https://ipm.ucanr.edu	UC Statewide IPM Program publications under UC Agriculture and Natural Resources. Pest, disease, and weed management with documented research basis. Distinct from uc_mg general Master Gardener content.
uc_ipm_citrus_ants	T1	university_extension	UC IPM -- Ants (Citrus, UC ANR Pub 3441)	https://ipm.ucanr.edu/agriculture/citrus/ants/	UC IPM Pest Management Guidelines: Citrus (UC ANR Publication 3441). Cited for the citrus-specific form of ant exclusion: ants "protect these pest insects from their natural enemies, thus interrupting biological control"; sticky materials "applied on top of a tree wrap to the bark"; and skirt pruning, "remove branches within 12 to 30 inches of the ground". A COMMERCIAL guideline, so cited for the practice and its mechanism, not for home-garden product recommendations.
uc_ipm_citrus_timings	T1	university_extension	UC IPM, "Timings for Key Cultural and Management Practices", Citrus (UC ANR Pub 3441)	https://ipm.ucanr.edu/agriculture/citrus/timings-for-key-cultural-and-management-practices/	Commercial Pest Management Guideline timing chart, explicitly scoped to California's Central Valley. Its month shading is a VISUAL BAR GRID: text extraction returns the row labels with empty cells, so it must be read from the HTML class attributes. Re-derived from raw HTML 2026-08-06: Prebloom Jan-Feb; BLOOM PERIOD March plus the FIRST HALF of April (the Bloom row carries a shaded cell spanning both half-months of March and exactly ONE shaded half-cell in April); Petal fall mid-April through May; Fruit development Jun-Sep; Fall Oct through mid-Dec. CITABLE ONLY FOR THE MAIN BLOOM OF CENTRAL VALLEY CITRUS GENERALLY, NEVER FOR LEMON'S BLOOM: the guideline covers commercial citrus dominated by navels and mandarins, and lemon is repeatedly documented as ever-bearing. Its Harvest row is likewise GENERIC CITRUS (Jan-May plus mid-Nov-Dec) and must not be read as lemon's harvest.
uc_ipm_pn7493	T1	university_extension	UC IPM Pest Notes -- Powdery Mildew on Ornamentals	https://ipm.ucanr.edu/PMG/PESTNOTES/pn7493.html	UC ANR Publication 7493, Pest Notes: Powdery Mildew on Ornamentals. Admitted for two claims this document carries and Pest Note 7406 (Powdery Mildew on Vegetables) does not: the suppression figure ("Temperatures above 95°F may suppress growth of the fungus", where 7406 gives a different figure, "sensitive to extreme heat (above 90°F)"), and a host list that names salvia, which 7406's vegetable host list does not. NOT a general re-anchor of herb powdery mildew away from 7406, which remains the correctly scoped document for culinary crops. CORRECTED BEFORE FIRST COMMIT: an earlier draft of this field also claimed the dormant-season sanitation step ("Prune out small infestations and remove infected buds during the dormant season") was unique to 7493. It is not; 7406 carries that sentence verbatim, verified on three independent fetches. A citable_for whose job is to scope a key must not itself assert an unchecked absence.
uc_mg	T1	university_extension	UC Master Gardener Program	https://mg.ucanr.edu	UC Master Gardener Program publications under UC Agriculture and Natural Resources. California and Mediterranean-climate coverage.
uc_mg_marin_citrus	T1	extension_master_gardener_program	UC Marin Master Gardeners, "Citrus" grow sheet	https://ucanr.edu/site/uc-marin-master-gardeners/document/citrus	North-coast California home-citrus grow sheet, page updated 2026-06-19. Cited for the PLANTING RULE ("Citrus can be planted any time of the year in frost-free zones", otherwise spring) and for the ever-bearing habit statement "Lemons and limes are considered ever-bearing but produce most in winter and spring". It publishes NO bloom window and NO lemon-specific harvest dates.
uc_mg_sacramento_gn127	T1	extension_master_gardener_program	UC Master Gardeners of Sacramento County, Growing Citrus in Sacramento, GN 127 (rev. Oct 2012, ed. Chuck Ingels)	https://ucanr.edu/sites/default/files/2013-07/72239.pdf	Central Valley home-citrus guide. Publishes a cold-damage ladder for leaf and branch damage: "Limes 29F, Lemons and grapefruit 26F, Meyer lemon 22F, Oranges and mandarins 21F, Kumquat 19F", with its own caveat that "these are not hard and fast figures". This is the SECOND institution publishing 26F alongside LSU AgCenter, and it is category-level in the same way (lemon and grapefruit share one number). Its harvest statement is GENUS-LEVEL ONLY ("most citrus varieties ripen from late fall through winter") and its recommended home-garden varieties do NOT include Eureka or Lisbon, so it is not citable for a Central Valley true-lemon harvest window.
uc_mg_santa_clara_citrus	T1	extension_master_gardener_program	UC Master Gardeners of Santa Clara County, "Growing Great Citrus"	https://ucanr.edu/site/uc-master-gardeners-santa-clara-county/growing-great-citrus	Central-coast home-citrus guide. Cited as one of three UC counties that PLACE the spring bloom without publishing it, by timing work around it ("February or March before bloom"). Also states Eureka carries "some fruit year-round", one of the four independent descriptions of lemon as ever-bearing.
uc_mg_t132	T1	university_extension	UC Master Gardener Program, Time of Planting (California Master Gardener Handbook Table 13.2)	https://ucanr.edu/program/uc-master-gardener-program/time-planting	The statewide four-district home-garden planting table, reproducing California Master Gardener Handbook Table 13.2 (ANR Publication 3382). Artichoke district windows: North & North Coast (Monterey County north) Aug-Dec; South Coast (San Luis Obispo County south) May-July; Interior Valleys (Sacramento, San Joaquin) July; Desert Valleys (Imperial & Coachella) Sept. LOAD-BEARING ORGAN NOTE: the table's default is 'Planting dates are for seed unless noted otherwise' and artichoke carries the asterisk overriding it -- 'Transplants, shoots, or roots are used for field planting'. PROVENANCE CAVEAT, surfaced not laundered: the table states its own lineage as 'Adapted from Vegetable Gardening Illustrated 1994' -- republished inside a peer-reviewed UC ANR handbook but NOT original UC field research, hence trust_tier medium. PREFER THIS over the UC IPM copy of the same table, which drops both organ notes and changes the Desert Valleys month.
ucanr_ext	T1	university_extension	University of California Agriculture and Natural Resources	https://ucanr.edu	UC Agriculture and Natural Resources umbrella publications covering content outside the uc_mg (Master Gardener) and ucd_postharvest (UC Davis Postharvest) programs. California and Mediterranean-climate coverage.
ucanr_ext_8256	T1	university_extension	UC ANR Publication 8256 (Strawberries: Safe Methods to Store, Preserve, and Enjoy)	https://anrcatalog.ucanr.edu/pdf/8256.pdf	UC ANR Extension specific publication 8256 (strawberry storage/preservation/harvest). Parent portal entry: ucanr_ext.
ucanr_ext_ants	T1	university_extension	UC IPM Pest Notes -- Ants	https://ipm.ucanr.edu/PMG/PESTNOTES/pn7411.html	UC IPM Pest Notes 7411. Cited for the ant-tending MECHANISM and the exclusion METHOD behind `ant_exclusion`: "Outdoors ants are attracted to honeydew that soft scales, mealybugs, and aphids produce"; "Frequently outbreaks of scales and aphids occur when ants tend them for honeydew, because the ants protect scales and aphids from their natural enemies"; and the barrier itself, "These ants can be kept out by banding tree trunks with sticky substances such as Tanglefoot. Trim branches to keep them from touching structures or plants", with the bark caution "When using Tanglefoot on young or sensitive trees, protect them from possible injury by wrapping the trunk with a collar of heavy paper, duct tape, or fabric tree wrap and coating this with the sticky material." Does NOT mention sooty mold; that half is anchored separately to ucanr_ext_sooty_mold.
ucanr_ext_bacterial_speck	T1	university_extension	UC IPM -- Bacterial Speck (Tomato)	https://ipm.ucanr.edu/agriculture/tomato/bacterial-speck/	UC IPM tomato bacterial speck guidelines. Cited for irrigation practice as a BACTERIAL disease control: 'The pathogen is spread by splashing rain or sprinkler irrigation' and 'When the disease appears, change from overhead to furrow irrigation.'
ucanr_ext_dry_bean_white_mold	T1	university_extension	UC IPM -- White Mold (Dry Beans)	https://ipm.ucanr.edu/agriculture/dry-beans/white-mold/	UC IPM Pest Management Guidelines: Dry Beans, UC ANR Publication 3446. Cited for nitrogen as a WHITE MOLD control, the disease-side mechanism the catalog's balance_nitrogen could not reach: 'Avoid heavy applications of nitrogen, which can produce excessive canopies' and 'Consider wide row spacing. This increases air movement in the canopy and may help keep the foliage dry, reducing favorable conditions for infection.'
ucanr_ext_mg_timeplanting	T1	university_extension	UC ANR Master Gardener -- Time of planting (regional Table 13.2)	https://ucanr.edu/program/uc-master-gardener-program/time-planting	broccoli California per-region planting windows (Table 13.2)
ucanr_ext_raspberry_crown_borer	T1	university_extension	UC IPM -- Raspberry Crown Borer (Caneberries)	https://ipm.ucanr.edu/agriculture/caneberries/raspberry-crown-borer/	UC IPM Pest Management Guidelines: Caneberries, UC ANR Publication 3437. Cited for the movement of raspberry crown borer between plantings inside infested planting stock: "The use of clean planting stock is necessary to reduce the movement of infested plant stock from one field to another."
ucanr_ext_snails_slugs	T1	university_extension	UC IPM Pest Notes -- Snails and Slugs	https://ipm.ucanr.edu/PMG/PESTNOTES/pn7427.html	UC IPM Pest Notes 7427. Cited for hand-picking as a mollusk control: 'Handpick from plants at night or from fence ledges, undersides of decks, and meter boxes' and 'Hand-picking can be very effective if done thoroughly on a regular basis.'
ucanr_ext_sooty_mold	T1	university_extension	UC IPM Pest Notes -- Sooty Mold	https://ipm.ucanr.edu/PMG/PESTNOTES/pn74108.html	UC IPM Pest Notes 74108. THE DISEASE-SIDE ANCHOR, and the sole reason `disease_general` is in ant_exclusion's applies_to: "Control of sooty mold begins with managing the insect creating the honeydew"; "Ants are attracted to and use honeydew as a source of food. They will protect honeydew-producing insects from predators and parasites in order to harvest the honeydew"; and "Once ants have been eliminated, if predators and parasites are sufficiently abundant, they will quickly begin feeding on and reducing populations." Without this document the disease half of the method would be an inference across two steps.
ucanr_ext_spider_mites	T1	university_extension	UC IPM Pest Notes -- Spider Mites	https://ipm.ucanr.edu/PMG/PESTNOTES/pn7405.html	UC IPM Pest Notes 7405. Cited for the MITE-specific efficacy of controls this catalog already carried for insects only: forceful water spraying ('regular, forceful spraying of plants with water often will reduce spider mite numbers adequately'), insecticidal soap and oil ('use an insecticidal oil or insecticidal soap'), and drought stress as a driver ('Water plants enough so they are not drought stressed, which increases mites and mite damage').
ucanr_ext_thrips	T1	university_extension	UC IPM Pest Notes -- Thrips	https://ipm.ucanr.edu/PMG/PESTNOTES/pn7429.html	UC IPM Pest Notes 7429. Cited for weedy ALTERNATE HOSTS as a thrips source, the second insect case behind weed_host_control: 'Avoid planting susceptible plants next to these areas, and control nearby weeds that are alternate hosts of pest thrips' and 'Thrips species that feed on many different plant species often move into gardens and landscapes when plants in weedy areas or grasslands begin to dry in spring or summer.'
ucanr_ext_woolly_apple_aphid	T1	university_extension	UC IPM -- Woolly Apple Aphid (home garden)	https://ipm.ucanr.edu/PMG/GARDEN/FRUIT/PESTS/woolyapaph.html	UC IPM home-garden Woolly Apple Aphid page; anchors horticultural_oil's partial-control-of-aphids claim, distinct from the pn7405 spider-mite page. Parent portal entry: ucanr_ext.
ucanr_marin_mg	T1	extension_master_gardener_program	UC Master Gardeners Marin (UC ANR)	https://marinmg.ucanr.edu	UC ANR Master Gardener program publications from the Marin County chapter. County-level extension content reviewed under UC ANR program standards. Northern California coverage. Admitted in S9 on assumption S8.8 deepening did adequate spot-check; subsequent verification may revisit.
ucanr_mg_monterey_santacruz	T1	extension_master_gardener	UC Master Gardeners of Monterey & Santa Cruz Counties (UC ANR)	https://ucanr.edu/sites/default/files/2018-03/281247.pdf	UC Master Gardeners of Monterey & Santa Cruz Counties (UC ANR). Specific page under its trusted parent (T1 inherited).
ucanr_pub7234	T1	university_extension	UC ANR Publication 7234, Asparagus Production in California	https://my.ucanr.edu/repository/fileaccess.cfm?article=54042&p=+ZBSTYA	UC ANR crop-specific asparagus publication, broken out by California production region (desert valleys, Delta, Central Coast). Crown-specific, unlike the UC IPM planting-date table, which is a seed table.
ucanr_san_diego_mg	T1	extension_master_gardener_program	UC Master Gardeners San Diego County (UC ANR)	https://ucanr.edu/site/uc-master-gardener-program-san-diego-county	UC ANR Master Gardener program publications from the San Diego County chapter. County-level extension content reviewed under UC ANR program standards. Southern California coastal and inland coverage (South Coast region). Catalog url points to the UC ANR program site; Association-domain (mastergardenersd.org) prose is treated as read-not-cited unless independently T1-anchored at cite-time. ADMITTED 2026-08-06 for a SECOND document on the Association domain: Lazaneo, V., "Citrus for the Home Garden" (Aug 2014, UCCE San Diego), https://www.mastergardenersd.org/wp-content/uploads/2016/12/citrus-for-the-home-garden.pdf -- UCCE-authored, so it clears the read-not-cited caveat above at cite-time. CITABLE FOR the San Diego planting rule (spring after danger of frost has passed; early planting especially desirable inland) and the San Diego harvest window (Eureka and Lisbon "Almost all year"), and for its independently-worded 29F figure ("Young trees can be injured or killed when winter temperatures drop below 29F... Fruit can also be damaged when temperatures drop below 29F"), which genuinely corroborates UC ANR 8100 rather than restating it. DO NOT CITE IT FOR THE COLD-HARDINESS RANKING: its ladder puts grapefruit MORE TENDER than true lemon, which is the reverse of UC ANR 8100 Table 1, UCCE 31-018C, LSU AgCenter, UA AZ1001, UC MG Sacramento GN 127 and Mauk & Shea Q18 -- an outlier 6 to 1. The SLO county page links this document as mastergardenerssandiego.org, which does not resolve; mastergardenersd.org is the live host.
ucanr_santa_clara_mg	T1	extension_master_gardener_program	UC Master Gardeners Santa Clara County (UC ANR)	https://mgsantaclara.ucanr.edu	UC ANR Master Gardener program publications from the Santa Clara County chapter. County-level extension content reviewed under UC ANR program standards. Bay Area and Northern California coverage. Admitted in S9 on assumption S8.8 deepening did adequate spot-check; subsequent verification may revisit.
ucanr_slo_mg	T1	extension_master_gardener_program	UC Master Gardeners San Luis Obispo County (UC ANR)	https://ucanr.edu/site/uc-master-gardeners-san-luis-obispo-county	UC ANR Master Gardener program publications from the San Luis Obispo County chapter; suggested fruit-and-nut variety lists and Central Coast chill guidance. Same class as ucanr_santa_clara_mg / ucanr_san_diego_mg / ucanr_marin_mg. Central Coast coverage.
ucce_imperial_artichoke	T1	university_extension	UCCE Imperial County Circular 104-V, Sample Cost to Establish and Produce Artichokes (Mayberry, 2000)	https://coststudyfiles.ucdavis.edu/uploads/cs_public/92/a8/92a8b901-3171-4114-956e-bb4fa624a95b/artichokes.pdf	Farm-advisor-authored crop-culture guideline and cost study for the low desert. Fields planted late August or early September; 'Desert-grown artichokes are direct-seeded or grown from transplants. Few, if any, are grown from mother plant cuttings, a practice commonly used in coastal California'; and the season-ending heat statement, 'desert-grown chokes will seldom be marketable after early April'.
ucce_imperial_lowdesert	T1	university_extension	UCCE Imperial County, Asparagus in the Low Desert (Bell)	http://ucanr.edu/repository/a/?a=161158	UCCE Imperial County farm-advisor bulletin specific to low-desert asparagus: harvest timing, the late-November fern chop, forcing irrigation, and a 10-to-20-year low-desert stand life. Commercial lane.
ucce_kern_kc9382	T1	university_extension	Kallsen, C., Growing Backyard Citrus in Kern County, KC9382 (rev. July 2007)	https://ucanr.edu/sites/default/files/2011-05/98580.pdf	San Joaquin Valley home-citrus guide -- the region-exact source for California interior valleys. Cited for the PLANTING RULE: "Generally, citrus should be planted after the danger of frost is passed, usually in late March through April." It is a cultural and troubleshooting guide and publishes NO harvest window for lemon.
ucce_placer_nevada_31_018c	T1	university_extension	Fake, C., Growing Citrus in the Sierra Nevada Foothills, UCCE Placer/Nevada 31-018C (2020)	https://ucanr.edu/sites/default/files/2020-10/63813.pdf	County-advisor citrus guide for the Sierra Nevada foothills. Publishes a cold-hardiness LADDER naming cultivars: "kumquat (18F) is hardier than Satsuma mandarin (20F) > Meyer lemon (22F) > oranges: navel, blood, etc. (24F) > grapefruit (26F) > true lemons (Eureka, Lisbon) (28F) > lime (30F)". The document self-describes these as "guidelines to assist in selecting appropriate species" -- a SELECTION GUIDELINE, not a duration-qualified damage-onset threshold, which is why lemon stays at 29F on UC ANR 8100 rather than moving to 28. NOT INDEPENDENT of the Meyer 22F figure already cited (Fake & Norton, 134971.pdf): same author, same ladder, ONE lineage. Also publishes a California planting window (spring after frost danger, March-April; fall not recommended) whose geographic scope is the FOOTHILLS, not the Interior Valleys.
ucce_riverside_citrus_qa	T1	university_extension	Mauk, P. & Shea, T., Questions and Answers to Citrus Management, 3rd ed., UC Cooperative Extension Riverside County	https://ucanr.edu/sites/default/files/2013-12/178097.pdf	Home-citrus Q&A for Riverside County (Moreno Valley, Indio, Blythe). Cited for the PLANTING RULE: "The best planting time is after frost danger (after February 15 in the Riverside area) and before the onset of hot weather. Although fall planting can be successful it is generally better to wait until spring." Also publishes lemon bearing habit by district -- Eureka "bears year round on the coast, fall and winter in the low desert valleys, and winter to spring production in the inland Riverside areas" -- and carries SEPARATE irrigation tables for the Riverside area and the Desert area, which is independent evidence that UC treats inland and desert as distinct regimes. DO NOT count its 29F/30-minute frost figure (Q18) as a second institution: it is near-verbatim UC ANR 8100 and is the SAME LINEAGE.
ucd_fruitnut	T1	university_extension	UC Davis Fruit & Nut Research & Information Center	https://fruitsandnuts.ucdavis.edu/	The UC Davis Fruit & Nut Research & Information Center, the canonical California authority on tree-fruit chilling requirements and chill-accumulation models (its chill calculators are referenced by UC Master Gardener county pages). California chill-hour and deciduous-fruit phenology coverage.
ucd_postharvest	T1	university_extension_postharvest_research_center	UC Davis Postharvest Technology Center -- Produce Facts Sheets	https://postharvest.ucdavis.edu/produce-facts-sheets	UC Davis Postharvest Technology Center publications. Authoritative for postharvest handling, storage, and quality of fruits and vegetables.
